project,class_name,method_name,target_class_name,label
freeplane,NodeStyleController,getBorderColor,ModeController,0
freeplane,NodeStyleController,isStrikedThrough,NodeModel,0
freeplane,NodeStyleModel,getNodeNumbering,NodeModel,0
freeplane,NodeStyleModel,isStrikedThrough,NodeModel,0
freeplane,NodeStyleModel,setNodeNumbering,NodeModel,0
freeplane,NodeStyleModel,getShapeConfiguration,NodeGeometryModel,0
freeplane,NodeStyleModel,setShapeConfiguration,NodeGeometryModel,0
freeplane,CopyFormat,getPattern,NodeModel,0
freeplane,CopyFormat,copyFormat,NodeModel,0
freeplane,MNodeStyleController,copyCss,NodeModel,0
freeplane,MNodeStyleController,setStyleSheet,NodeModel,1
freeplane,MNodeStyleController,setShapeHorizontalMargin,NodeModel,0
freeplane,MNodeStyleController,setShapeVerticalMargin,NodeModel,0
freeplane,MNodeStyleController,setUniformShape,NodeModel,0
freeplane,NoteController,getController,ModeController,0
freeplane,NoteController,getController,ModeController,0
freeplane,NoteController,install,ModeController,0
freeplane,NoteController,getNoteContentType,ModeController,0
freeplane,NoteController,registerNoteTooltipProvider,ModeController,0
freeplane,NoteController,registerStateIconProvider,UIIcon,0
freeplane,NoteController,showNotesInMap,MapModel,0
freeplane,NoteStyleAccessor,NoteStyleAccessor,NodeModel,0
freeplane,NoteStyleAccessor,getNoteStyleSheet,NodeCss,0
freeplane,NoteWriter,writeAttributes,NoteController,0
freeplane,MNoteController,getModeController,MModeController,0
freeplane,MNoteController,MNoteController,MModeController,0
freeplane,MNoteController,createActions,MModeController,0
freeplane,MNoteController,hideNotesPanel,NotePanel,0
freeplane,MNoteController,onWrite,NoteManager,0
freeplane,MNoteController,setNote,NoteModel,1
freeplane,MNoteController,showNotesPanel,NotePanel,0
freeplane,MNoteController,stopEditing,MModeController,0
freeplane,MNoteController,isEditing,NotePanel,0
freeplane,MNoteController,shutdownController,NotePanel,0
freeplane,MNoteController,startupController,NoteManager,0
freeplane,MNoteController,getNotePanel,NotePanel,0
freeplane,NoteManager,onRemove,MapModel,0
freeplane,NoteManager,stopEditing,NodeModel,0
freeplane,NoteManager,onSelect,NodeModel,0
freeplane,NoteManager,updateEditor,NodeModel,0
freeplane,NoteManager,afterMapChange,MNoteController,0
freeplane,NoteManager,saveNote,MNoteController,0
freeplane,NoteManager,getNode,NodeModel,0
freeplane,NoteManager,saveNote,NodeModel,0
freeplane,NoteManager,propertyChanged,NodeModel,0
freeplane,NotePanel,NotePanel,NoteManager,0
freeplane,NotePanel,createHtmlEditorComponent,NoteManager,0
freeplane,NotePanel,saveNote,NoteManager,0
freeplane,RemoveNoteAction,removeNote,MNoteController,0
freeplane,SelectNoteAction,actionPerformed,MNoteController,0
freeplane,ShowHideNoteAction,actionPerformed,MNoteController,0
freeplane,ShowHideNoteAction,setSelected,MNoteController,0
freeplane,EscapeKeyEventDispatcher,EscapeKeyEventDispatcher,PresentationState,0
freeplane,EscapeKeyEventDispatcher,dispatchKeyEvent,PresentationState,0
freeplane,NavigationKeyEventDispatcher,NavigationKeyEventDispatcher,PresentationState,0
freeplane,NavigationKeyEventDispatcher,dispatchKeyEvent,PresentationState,0
freeplane,NavigationPanelController,setPresentation,Presentation,0
freeplane,NavigationPanelController,updateUi,AFreeplaneAction,0
freeplane,NavigationPanelController,createNavigationBox,AFreeplaneAction,0
freeplane,NavigationPanelController,registerActions,AFreeplaneAction,0
freeplane,PresentationAutomation,PresentationAutomation,PresentationState,0
freeplane,PresentationAutomation,onPresentationStateChange,PresentationStateChangeEvent,0
freeplane,PresentationBuilder,register,MapController,0
freeplane,PresentationWriter,PresentationWriter,MapModel,0
freeplane,PresentationWriter,writePresentation,Presentation,0
freeplane,PresentationWriter,writeSlide,Slide,1
freeplane,PresentationController,install,PresentationState,0
freeplane,PresentationController,registerActions,ModeController,0
freeplane,PresentationController,PresentationController,ModeController,0
freeplane,PresentationController,addMapSelectionListener,ModeController,0
freeplane,PresentationController,getPresentations,ModeController,0
freeplane,PresentationController,getPresentationFactory,PresentationState,0
freeplane,PresentationController,getSlideFactory,PresentationState,0
freeplane,PresentationController,createPanel,PresentationState,0
freeplane,PresentationEditorController,setPresentations,SlideEditorController,0
freeplane,PresentationEditorController,createPanel,NavigationPanelController,0
freeplane,PresentationEditorController,createActionPanel,ModeController,0
freeplane,PresentationEditorController,registerActions,NavigationPanelController,0
freeplane,PresentationPngExporter,exportPresentation,PresentationState,0
freeplane,PresentationPngExporter,exportPresentations,PresentationState,0
freeplane,PresentationPngExporter,PresentationPngExporter,PresentationState,0
freeplane,PresentationPngExporter,exportAllPresentations,PresentationState,0
freeplane,PresentationPngExporter,exportSinglePresentation,PresentationState,0
freeplane,PresentationPngExporter,restorePreviousPresentation,PresentationState,0
freeplane,PresentationPngExporter,exportPresentation,Presentation,0
freeplane,PresentationPngExporter,exportSlide,Slide,0
freeplane,PresentationState,changePresentation,Presentation,0
freeplane,PresentationState,showPresentation,Slide,0
freeplane,PresentationState,stopPresentation,Slide,0
freeplane,PresentationState,isPresentationRunning,Slide,0
freeplane,PresentationState,showNextSlide,Presentation,0
freeplane,PresentationState,showLastSlide,Presentation,0
freeplane,PresentationState,showPreviousSlide,Presentation,0
freeplane,PresentationState,showFirstSlide,Presentation,0
freeplane,PresentationState,currentPresentationHasNextSlide,Presentation,0
freeplane,PresentationState,canShowCurrentSlide,Presentation,0
freeplane,PresentationState,currentPresentationHasPreviousSlide,Presentation,0
freeplane,PresentationState,shouldHighlightNodeContainedOnSlide,Presentation,0
freeplane,PresentationState,isSlideRoot,Presentation,0
freeplane,PresentationState,shouldHighlightNodeFoldedOnSlide,Presentation,0
freeplane,PresentationStateChangeEvent,PresentationStateChangeEvent,PresentationState,0
freeplane,Slide,saveAs,ASelectableCondition,0
freeplane,Slide,Slide,ASelectableCondition,0
freeplane,Slide,isNodeFolded,NodeModel,0
freeplane,Slide,isNodeVisible,NodeModel,0
freeplane,Slide,getFilterCondition,ASelectableCondition,0
freeplane,Slide,setFilterCondition,ASelectableCondition,0
freeplane,Slide,displayDescendantsOnCurrentView,NodeModel,0
freeplane,Slide,getEffectiveFilterCondition,ASelectableCondition,0
freeplane,Slide,isFoldedOnCurrentView,NodeModel,0
freeplane,Slide,displayOnCurrentView,NodeModel,0
freeplane,Slide,setFoldedOnCurrentView,NodeModel,0
freeplane,SlideChangeEvent,SlideChangeEvent,Slide,0
freeplane,SlideChangeEvent,of,Slide,0
freeplane,SlideEditorController,SlideEditorController,PresentationState,0
freeplane,SlideEditorController,createNodePositionToggleButton,Slide,0
freeplane,SlideEditorController,createSetSlideRootButton,Slide,0
freeplane,SlideEditorController,createSetSelectedNodeButton,Slide,0
freeplane,SlideEditorController,createAddSelectedNodeButton,Slide,0
freeplane,SlideEditorController,createRemoveSelectedNodeButton,Slide,0
freeplane,SlideEditorController,createSetZoomToggleButton,Slide,0
freeplane,SlideEditorController,createPlacesSelectedNodeToggleButton,Slide,0
freeplane,SlideEditorController,createOnlySelectedNodesCheckBox,Slide,0
freeplane,SlideEditorController,createShowAncestorsCheckBox,Slide,0
freeplane,SlideEditorController,createShowDescendantsCheckBox,Slide,0
freeplane,SlideEditorController,createSetFilterToggleButton,Slide,0
freeplane,SlideEditorController,createSelectNodesButton,Slide,0
freeplane,SlideEditorController,createSetFoldingStateToggleButton,Slide,0
freeplane,SlideEditorController,setSlide,Slide,0
freeplane,SlideEditorController,updateUI,Slide,0
freeplane,SlideEditorController,updateFilter,Slide,0
freeplane,UndoableNamedElementCollection,UndoableNamedElementCollection,MapModel,0
freeplane,UndoableNamedElementCollection,add,MapModel,0
freeplane,UndoableNamedElementCollection,add,MapModel,0
freeplane,UndoableNamedElementCollection,removeCurrentElement,MapModel,0
freeplane,UndoableNamedElementCollection,moveCurrentElementTo,MapModel,0
freeplane,UndoableNamedElementCollection,copyCurrentElement,MapModel,0
freeplane,UndoableSlide,of,Slide,0
freeplane,UndoableSlide,UndoableSlide,Slide,0
freeplane,UndoableSlide,setName,MapModel,0
freeplane,UndoableSlide,setRootNodeId,MapModel,0
freeplane,UndoableSlide,setSelectedNodeIds,MapModel,0
freeplane,UndoableSlide,addSelectedNodeIds,MapModel,0
freeplane,UndoableSlide,removeSelectedNodeIds,MapModel,0
freeplane,UndoableSlide,setPlacedNodeId,MapModel,0
freeplane,UndoableSlide,setPlacedNodePosition,MapModel,0
freeplane,UndoableSlide,setChangesZoom,MapModel,0
freeplane,UndoableSlide,setZoom,MapModel,0
freeplane,UndoableSlide,setShowsOnlySpecificNodes,MapModel,0
freeplane,UndoableSlide,setShowsAncestors,MapModel,0
freeplane,UndoableSlide,setShowsDescendants,MapModel,0
freeplane,UndoableSlide,setFilterCondition,MapModel,0
freeplane,UndoableSlide,setCurrentFoldedNodeIDs,MapModel,0
freeplane,UndoableSlide,unsetFoldsNodes,MapModel,0
freeplane,AbstractPrintAction,getPrintController,PrintController,0
freeplane,BrowseAction,actionPerformed,Preview,1
freeplane,BrowseAction,getPageIndexText,Preview,0
freeplane,Preview,getPageFormat,PrintController,0
freeplane,PrintController,acquirePrinterJobAndPageFormat,PageAction,0
freeplane,ZoomAction,actionPerformed,Preview,1
freeplane,SpellCheckerController,install,SpellCheckerController,0
freeplane,AutomaticLayoutController,getStyleNode,MapModel,0
freeplane,AutomaticLayoutController,toggle,NodeModel,1
freeplane,AutomaticLayoutController,isAutomaticLevelStyle,NodeModel,1
freeplane,ConditionalStyleModel,createConditionalStyleModel,NodeModel,1
freeplane,ConditionalStyleModel,ConditionalStyleModel,ConditionalStyleModel,0
freeplane,ConditionalStyleModel,getStyles,NodeModel,0
freeplane,ConditionalStyleModel,addCondition,ASelectableCondition,0
freeplane,ConditionalStyleModel,insertCondition,ASelectableCondition,0
freeplane,ConditionalStyleModel,setCondition,ASelectableCondition,0
freeplane,ConditionalStyleModel,addDifferentConditions,ConditionalStyleModel,0
freeplane,LogicalStyleController,LogicalStyleController,ModeController,0
freeplane,LogicalStyleController,getResursively,NodeModel,1
freeplane,LogicalStyleController,addAll,MapStyleModel,0
freeplane,LogicalStyleController,add,NodeModel,1
freeplane,LogicalStyleController,add,MapStyleModel,0
freeplane,LogicalStyleController,getController,ModeController,1
freeplane,LogicalStyleController,addConditionalStyle,ASelectableCondition,0
freeplane,LogicalStyleController,insertConditionalStyle,ASelectableCondition,0
freeplane,LogicalStyleController,setConditionForConditionalStyle,ASelectableCondition,0
freeplane,LogicalStyleController,getNodeStyleNames,NodeModel,1
freeplane,LogicalStyleController,getMapStyleNames,NodeModel,1
freeplane,LogicalStyleController,conditionalStylesOf,NodeModel,1
freeplane,LogicalStyleFilterController,getValueEditor,TranslatedObject,0
freeplane,LogicalStyleFilterController,getValuesForProperty,TranslatedObject,1
freeplane,LogicalStyleFilterController,getValueRenderer,TranslatedObject,0
freeplane,MapStyle,loadConditionalStyles,XMLElement,1
freeplane,MapStyle,saveConditionalStyles,XMLElement,1
freeplane,MapStyle,getBackgroundImage,MapModel,0
freeplane,MapStyle,allowsCompactLayout,MapModel,0
freeplane,MapStyle,isAutoCompactLayoutEnabled,MapModel,0
freeplane,MapStyle,tagLocation,MapModel,1
freeplane,MapStyle,iconLocation,MapModel,1
freeplane,MapStyle,getBooleanProperty,MapModel,1
freeplane,MapStyle,replaceStyles,MapModel,1
freeplane,MapStyle,undoableCopyStyleToAssociatedExternalTemplate,MapModel,1
freeplane,MapStyle,undoableCopyStyleToExternalMap,MapModel,1
freeplane,MapStyle,undoableCopyStyleToLoadedMap,NodeModel,1
freeplane,MapStyle,undoableCopyStyle,MapModel,1
freeplane,MapStyle,undoableCopyStyleToTargetFile,MapModel,1
freeplane,MapStyle,copyStyles,MapModel,1
freeplane,MapStyle,followedTemplate,MapStyleModel,0
freeplane,MapStyle,normalizeOldFormatTemplateLocation,MapStyleModel,1
freeplane,MapStyle,saveProperties,XMLElement,1
freeplane,MapStyle,saveTagProperties,XMLElement,1
freeplane,MapStyle,showsTagCategories,MapModel,1
freeplane,MapStyleModel,isDefaultStyleNode,NodeModel,1
freeplane,MapStyleModel,isStyleNode,NodeModel,1
freeplane,MapStyleModel,isUserStyleNode,StyleTranslatedObject,0
freeplane,MapStyleModel,isPredefinedStyleNode,StyleTranslatedObject,0
freeplane,MapStyleModel,getStyleMap,MapModel,0
freeplane,MapStyleModel,getConditionalStyleModel,ConditionalStyleModel,0
freeplane,MapStyleModel,insertStyleMap,MapModel,1
freeplane,MapStyleModel,refreshStyles,NodeModel,1
freeplane,MapStyleModel,createStyleMap,MapModel,1
freeplane,MapStyleModel,createStyleGroupNode,MapModel,1
freeplane,MapStyleModel,initStylesComboBoxModel,MapModel,1
freeplane,MapStyleModel,getStyleNodeSafe,NodeModel,1
freeplane,MapStyleModel,getDefaultStyleNode,NodeModel,0
freeplane,MapStyleModel,getNodeStyles,MapModel,1
freeplane,MapStyleModel,setStylesFrom,MapStyleModel,0
freeplane,MapStyleModel,setBackgroundFrom,MapStyleModel,1
freeplane,MapStyleModel,setStylesFrom,ConditionalStyleModel,1
freeplane,MapStyleModel,setNonStyleUserPropertiesFrom,MapStyleModel,1
freeplane,MapStyleModel,addUserStylesFrom,MapModel,1
freeplane,MapStyleModel,addConditionalStylesFrom,ConditionalStyleModel,0
freeplane,MapStyleModel,setConditionalStylesIfEmpty,MapStyleModel,0
freeplane,MapStyleModel,getStyleNodeGroup,NodeModel,1
freeplane,MapStyleModel,getStyleNodeGroup,MapModel,1
freeplane,MapStyleModel,copyStyle,MapModel,1
freeplane,StyleExchange,StyleExchange,MapModel,0
freeplane,StyleExchange,replaceMapStylesAndAutomaticStyle,MapModel,1
freeplane,StyleExchange,copyMapStyles,MapModel,1
freeplane,StyleExchange,copyMapStylesNoUndoNoRefresh,MapModel,1
freeplane,StyleExchange,makeUndoableAndRefreshView,MapModel,1
freeplane,StyleExchange,moveStyle,MapModel,1
freeplane,StyleFactory,create,TranslatedObject,0
freeplane,StyleMapModel,StyleMapModel,AttributeRegistry,0
freeplane,StyleNode,getNode,NodeModel,0
freeplane,StyleNode,StyleNode,NodeModel,0
freeplane,StyleNode,toString,NodeModel,0
freeplane,StyleTranslatedObject,StyleTranslatedObject,TranslatedObject,0
freeplane,StyleTranslatedObject,equals,TranslatedObject,1
freeplane,StyleTranslatedObject,hashCode,TranslatedObject,1
freeplane,StyleTranslatedObject,toString,TranslatedObject,0
freeplane,StyleTranslatedObject,getObject,TranslatedObject,0
freeplane,ConditionalStyleTable,ConditionalStyleTable,ConditionalStyleModel,0
freeplane,ConditionalStyleTable,getStyles,MapStyleModel,0
freeplane,ConditionalStyleTable,filterComposer,FilterComposerDialog,0
freeplane,ConditionalStyleTable,createFilterComposer,FilterComposerDialog,1
freeplane,CopyStyleExtensionsAction,actionPerformed,NodeModel,0
freeplane,EditablePatternComboProperty,EditablePatternComboProperty,PatternFormat,0
freeplane,EditablePatternComboProperty,toValueObject,PatternFormat,1
freeplane,MLogicalStyleController,MLogicalStyleController,ModeController,0
freeplane,MLogicalStyleController,initS,ModeController,1
freeplane,MLogicalStyleController,initM,ModeController,1
freeplane,MLogicalStyleController,setStyle,ModeController,1
freeplane,MLogicalStyleController,setStyle,ModeController,1
freeplane,MLogicalStyleController,addConditionalStyle,ASelectableCondition,0
freeplane,MLogicalStyleController,insertConditionalStyle,ASelectableCondition,0
freeplane,MUIFactory,onNodeDeleted,NodeDeletionEvent,0
freeplane,MUIFactory,onNodeMoved,NodeMoveEvent,0
freeplane,MUIFactory,onPreNodeDelete,NodeDeletionEvent,0
freeplane,MUIFactory,onPreNodeMoved,NodeMoveEvent,0
freeplane,ManageAssociatedMindMapsDialog,createUnfollowButton,MapModel,0
freeplane,ManageAssociatedMindMapsDialog,createReplaceStylesButton,MapModel,0
freeplane,ManageAssociatedMindMapsDialog,createCopyStylesButton,MapModel,0
freeplane,ManageAssociatedMindMapsDialog,createChangeMapButton,MapModel,0
freeplane,ManageAssociatedMindMapsDialog,updateAssociatedMap,MapModel,0
freeplane,NewNodeStyle,assignStyleToNewNode,NodeModel,0
freeplane,BorderColorAndColorMatchesEdgeControlGroup,addBorderColorControl,RevertingProperty,0
freeplane,BorderColorAndColorMatchesEdgeControlGroup,addBorderColorMatchesEdgeColorControl,RevertingProperty,0
freeplane,BorderColorAndColorMatchesEdgeControlGroup,setStyle,NodeModel,1
freeplane,BorderColorAndColorMatchesEdgeControlGroup,enableOrDisableBorderColorControls,ColorProperty,0
freeplane,BorderDashAndDashMatchesEdgeControlGroup,addBorderDashControl,RevertingProperty,0
freeplane,BorderDashAndDashMatchesEdgeControlGroup,addBorderDashMatchesEdgeDashControl,RevertingProperty,0
freeplane,BorderDashAndDashMatchesEdgeControlGroup,setStyle,NodeModel,1
freeplane,BorderDashAndDashMatchesEdgeControlGroup,enableOrDisableBorderDashControls,ComboProperty,0
freeplane,BorderWidthAndBorderWidthMatchesEdgeControlGroup,addBorderWidthControl,RevertingProperty,0
freeplane,BorderWidthAndBorderWidthMatchesEdgeControlGroup,addBorderWidthMatchesEdgeWidthControl,RevertingProperty,0
freeplane,BorderWidthAndBorderWidthMatchesEdgeControlGroup,enableOrDisableBorderWidthControls,RevertingProperty,0
freeplane,BorderWidthAndBorderWidthMatchesEdgeControlGroup,setStyle,NodeModel,0
freeplane,ChildHorizontalGapControlGroup,addControlGroup,RevertingProperty,0
freeplane,ChildHorizontalGapControlGroup,setStyle,NodeModel,0
freeplane,ChildNodesLayoutControlGroup,addControlGroup,RevertingProperty,0
freeplane,ChildNodesLayoutControlGroup,setStyle,NodeModel,1
freeplane,ChildVerticalGapControlGroup,addControlGroup,RevertingProperty,0
freeplane,ChildVerticalGapControlGroup,setStyle,NodeModel,1
freeplane,CloudColorShapeControlGroup,addCloudColorControl,RevertingProperty,0
freeplane,CloudColorShapeControlGroup,addCloudShapeControl,ComboProperty,0
freeplane,CloudColorShapeControlGroup,setStyle,NodeModel,1
freeplane,ControlGroupChangeListener,applyValue,NodeModel,0
freeplane,ControlGroupChangeListener,propertyChange,RevertingProperty,0
freeplane,ControlGroupChangeListener,setStyle,NodeModel,0
freeplane,ControlGroupChangeListener,setStyleOnExternalChange,NodeModel,0
freeplane,ControlGroupChangeListener,adjustForStyle,NodeModel,0
freeplane,CssControlGroup,CssControlGroup,ModeController,0
freeplane,CssControlGroup,addCssControl,RevertingProperty,0
freeplane,CssControlGroup,setStyle,NodeModel,1
freeplane,DetailContentTypeControlGroup,setStyle,NodeModel,1
freeplane,DetailContentTypeControlGroup,addControlGroup,RevertingProperty,0
freeplane,EdgeColorControlGroup,addControlGroup,RevertingProperty,0
freeplane,EdgeColorControlGroup,setStyle,NodeModel,1
freeplane,EdgeDashControlGroup,setStyle,NodeModel,1
freeplane,EdgeDashControlGroup,addControlGroup,RevertingProperty,0
freeplane,EdgeStyleControlGroup,addControlGroup,RevertingProperty,0
freeplane,EdgeStyleControlGroup,setStyle,NodeModel,1
freeplane,EdgeWidthControlGroup,addControlGroup,RevertingProperty,0
freeplane,EdgeWidthControlGroup,setStyle,NodeModel,1
freeplane,FontBoldControlGroup,setStyle,NodeModel,1
freeplane,FontBoldControlGroup,addControlGroup,RevertingProperty,0
freeplane,FontItalicControlGroup,setStyle,NodeModel,1
freeplane,FontItalicControlGroup,addControlGroup,RevertingProperty,0
freeplane,FontNameControlGroup,setStyle,NodeModel,1
freeplane,FontNameControlGroup,addControlGroup,RevertingProperty,0
freeplane,FontSizeControlGroup,setStyle,NodeModel,1
freeplane,FontSizeControlGroup,addControlGroup,RevertingProperty,0
freeplane,FontStrikeThroughControlGroup,setStyle,NodeModel,1
freeplane,FontStrikeThroughControlGroup,addControlGroup,RevertingProperty,0
freeplane,FormatControlGroup,setStyle,NodeModel,1
freeplane,FormatControlGroup,addControlGroup,RevertingProperty,0
freeplane,GroupSeparator,setStyle,NodeModel,0
freeplane,IconSizeControlGroup,addControlGroup,RevertingProperty,0
freeplane,IconSizeControlGroup,setStyle,NodeModel,1
freeplane,MaxNodeWidthControlGroup,addControlGroup,RevertingProperty,0
freeplane,MaxNodeWidthControlGroup,setStyle,NodeModel,1
freeplane,MinNodeWidthControlGroup,addControlGroup,RevertingProperty,0
freeplane,MinNodeWidthControlGroup,setStyle,NodeModel,1
freeplane,NextColumnControlGroup,setStyle,NodeModel,0
freeplane,NextLineControlGroup,setStyle,NodeModel,0
freeplane,NodeBackgroundColorControlGroup,setStyle,NodeModel,1
freeplane,NodeBackgroundColorControlGroup,addControlGroup,RevertingProperty,0
freeplane,NodeColorControlGroup,addControlGroup,RevertingProperty,0
freeplane,NodeColorControlGroup,setStyle,NodeModel,1
freeplane,NodeFontHyperLinkControlGroup,addControlGroup,RevertingProperty,0
freeplane,NodeFontHyperLinkControlGroup,setStyle,NodeModel,1
freeplane,NodeHorizontalTextAlignmentControlGroup,addControlGroup,RevertingProperty,0
freeplane,NodeHorizontalTextAlignmentControlGroup,setStyle,NodeModel,1
freeplane,NodeNumberingControlGroup,setStyle,NodeModel,1
freeplane,NodeNumberingControlGroup,addControlGroup,RevertingProperty,0
freeplane,NodeShapeControlGroup,addControlGroup,BooleanProperty,0
freeplane,NodeShapeControlGroup,setStyle,NodeModel,1
freeplane,NodeShapeControlGroup,enableShapeConfigurationProperties,BooleanProperty,0
freeplane,NodeTextWritingDirectionControlGroup,addControlGroup,RevertingProperty,0
freeplane,NodeTextWritingDirectionControlGroup,setStyle,NodeModel,1
freeplane,NoteContentTypeControlGroup,setStyle,NodeModel,1
freeplane,NoteContentTypeControlGroup,addControlGroup,RevertingProperty,0
freeplane,StyleControlGroup,StyleControlGroup,ModeController,0
freeplane,StyleControlGroup,setStyle,TranslatedObject,0
freeplane,StyleControlGroup,addControlGroup,ModeController,1
freeplane,StyleControlGroup,updateTemplateName,MapModel,1
freeplane,StyleControlGroup,addStyleBox,RevertingProperty,0
freeplane,StyleControlGroup,addAutomaticLayoutControls,TranslatedObject,0
freeplane,StyleControlGroup,addEdgeColoringControls,ModeController,1
freeplane,StyleEditorPanel,createControlGroups,ModeController,0
freeplane,StyleEditorPanel,updatePanel,NodeModel,0
freeplane,StyleEditorPanel,addListeners,ModeController,0
freeplane,StylePropertyAdjuster,adjustPropertyControl,NodeModel,0
freeplane,FormatContentTransformer,transformContent,TextController,0
freeplane,FormatContentTransformer,addNumbers,NodeModel,1
freeplane,NodeTextBuilder,writeRichContent,RichTextModel,1
freeplane,NodeTextConditionController,getValueEditor,TranslatedObject,0
freeplane,NodeTextConditionController,getValuesForProperty,TranslatedObject,0
freeplane,NodeTextConditionController,getValueRenderer,TranslatedObject,0
freeplane,SetShortenerStateAction,actionPerformed,NodeModel,1
freeplane,TextController,getController,ModeController,1
freeplane,TextController,getController,ModeController,1
freeplane,TextController,install,ModeController,0
freeplane,TextController,getText,NodeModel,0
freeplane,TextController,getTransformedObject,NodeModel,1
freeplane,TextController,getTransformedObjectNoThrow,NodeModel,1
freeplane,TextController,isMinimized,NodeModel,1
freeplane,TextController,getPlainTransformedText,NodeModel,1
freeplane,TextController,getPlainTransformedTextWithoutNodeNumber,NodeModel,1
freeplane,TextController,getTransformedTextNoThrow,NodeModel,1
freeplane,TextController,getShortPlainText,ModeController,1
freeplane,TextController,getShortPlainText,NodeModel,0
freeplane,TextController,getDetailsContentType,ModeController,1
freeplane,TextController,setDetailsHidden,NodeModel,1
freeplane,TextController,registerDetailsTooltip,ModeController,1
freeplane,TextController,registerNodeTextTooltip,ModeController,1
freeplane,TextController,setIsMinimized,NodeModel,1
freeplane,TextController,getNodeFormat,ModeController,1
freeplane,TextController,getNodeNumbering,ModeController,1
freeplane,TextController,getModeController,ModeController,0
freeplane,TextController,toLink,ModeController,0
freeplane,ToggleDetailsAction,actionPerformed,NodeModel,1
freeplane,ConditionalContentTransformer,transformContent,TextController,0
freeplane,ConditionalContentTransformer,createEditor,NodeModel,0
freeplane,ConditionalContentTransformer,createTextEditorPane,NodeModel,0
freeplane,CoreTextEditorHolder,CoreTextEditorHolder,NodeModel,0
freeplane,DetailTextEditorHolder,DetailTextEditorHolder,NodeModel,0
freeplane,EditNodeBase,getNode,NodeModel,0
freeplane,EditNodeDialog,EditNodeDialog,NodeModel,0
freeplane,EditorHolder,EditorHolder,NodeModel,0
freeplane,EditorHolder,hierarchyChanged,NodeModel,0
freeplane,MTextController,MTextController,ModeController,0
freeplane,MTextController,setDetails,DetailModel,0
freeplane,MTextController,stopInlineEditing,EditNodeBase,0
freeplane,MTextController,getEventQueue,EventBuffer,0
freeplane,MTextController,setCurrentBlockingEditor,EditNodeBase,0
freeplane,MTextController,unsetCurrentBlockingEditor,EditNodeBase,0
freeplane,NoteTextEditorHolder,NoteTextEditorHolder,NodeModel,0
freeplane,SplitToWordsAction,actionPerformed,NodeModel,1
freeplane,CreationModificationDatePresenter,getMessageArguments,NodeModel,1
freeplane,CreationModificationDatePresenter,showStatusInfo,NodeModel,1
freeplane,TimeComboBoxEditor,getItem,FormattedDate,0
freeplane,TimeComboBoxEditor,setItem,FormattedDate,0
freeplane,TimeComboBoxEditor,updateDate,FormattedDate,1
freeplane,TimeCondition,create,FormattedDate,0
freeplane,TimeCondition,getDate,FormattedDate,0
freeplane,TimeConditionController,getValueEditor,TranslatedObject,0
freeplane,TimeConditionController,getValuesForProperty,TranslatedObject,1
freeplane,TimeConditionController,getValueRenderer,TranslatedObject,0
freeplane,FrameController,FrameController,Controller,0
freeplane,FrameController,init,Controller,0
freeplane,FrameController,openDocument,Hyperlink,0
freeplane,FrameController,setFreeplaneMenuBar,FreeplaneMenuBar,0
freeplane,FrameController,setFullScreenOnMac,Controller,0
freeplane,FrameController,setFullScreenOnNonMac,Controller,0
freeplane,LastChoosenDirectory,get,MapModel,0
freeplane,LastChoosenDirectory,set,MapModel,1
freeplane,MapVersionInterpreter,getVersionInterpreter,MapVersionInterpreter,0
freeplane,MapVersionInterpreter,addMapVersionInterpreter,MapVersionInterpreter,0
freeplane,MapVersionInterpreter,isOlderThan,MapModel,1
freeplane,UrlManager,loadHyperlink,Hyperlink,0
freeplane,UrlManager,selectNode,NodeModel,0
freeplane,UrlManager,loadOtherHyperlink,Hyperlink,0
freeplane,UrlManager,save,MapModel,0
freeplane,DoAutomaticSave,actionPerformed,MapModel,1
freeplane,ExternalMapChangeMonitor,install,ExternalMapChangeMonitor,0
freeplane,ExternalMapChangeMonitor,afterMapChange,MapModel,0
freeplane,ExternalMapChangeMonitor,checkForExternalChange,MapModel,1
freeplane,ExternalMapChangeMonitor,reloadMap,MapModel,1
freeplane,MFileManager,MFileManager,MMapController,0
freeplane,MFileManager,createPreferences,MMapController,1
freeplane,MFileManager,createActions,MMapController,1
freeplane,MFileManager,getLinkByFileChooser,MMapController,1
freeplane,MFileManager,loadTreeImpl,MMapController,1
freeplane,MFileManager,openInputStream,MapVersionInterpreter,0
freeplane,MFileManager,openUntitledMap,MMapController,1
freeplane,MFileManager,save,MMapController,1
freeplane,MFileManager,writeToFile,MMapController,1
freeplane,MFileManager,getController,ModeController,1
freeplane,MapLoader,MapLoader,ModeController,0
freeplane,MapLoader,getMap,ModeController,1
freeplane,MapLoader,enableAutosave,MMapModel,0
freeplane,MapLoader,createMapView,MMapModel,1
freeplane,MapLoader,loadMapContent,ModeController,1
freeplane,MapLoader,fileManager,ModeController,1
freeplane,MapLoader,mapController,ModeController,1
freeplane,MapLoader,controller,ModeController,0
freeplane,OpenCurrentMapDirAction,mapChanged,MapChangeEvent,1
freeplane,TemplateChooser,chosenTemplateFile,TemplateManager,1
freeplane,AddOnProperties,AddOnProperties,XMLElement,0
freeplane,AddOnProperties,getFreeplaneVersionFrom,FreeplaneVersion,0
freeplane,AddOnProperties,setFreeplaneVersionFrom,FreeplaneVersion,0
